player_id,fifa_version,short_name,long_name,player_positions,age,dob,height_cm,weight_kg,league_name,club_name,club_position,nationality_name,preferred_foot,overall,potential,birth_month,birth_quarter,birth_year,football_year_type,football_year_month,football_year_quarter,primary_position,position_group,is_tier_1,league_tier,rating_tier,is_starter,rating_decile
223452,21,M. Çelik,Muğdat Çelik,"CAM, ST, LM",30,1990-01-03,177,75,Super Lig,Kayserispor,SUB,Turkey,Right,67,67,1,1,1990,jan,1,1,CAM,Midfielders,False,Other,Middle,False,8
223453,15,L. Hearn,Liam Hearn,ST,28,1985-08-27,178,82,League Two,Mansfield Town,SUB,England,Right,58,58,8,3,1985,sept,12,4,ST,Forwards,False,Other,Middle,False,3
223454,16,E. Konyukhov,Evgeniy Konyukhov,GK,28,1986-11-21,188,86,Premier League,Krylya Sovetov,GK,Russia,Right,65,65,11,4,1986,jan,11,4,GK,GK,True,Tier 1,Middle,True,7
223455,15,L. Tesák,Lukáš Tesák,LB,29,1985-03-08,175,72,Premier League,Arsenal Tula,LM,Slovakia,Left,60,60,3,1,1985,jan,3,1,LB,Defenders,True,Tier 1,Middle,True,4
223456,15,A. Tsybikov,Aleksandr Tsybikov,"RB, RM",20,1994-01-17,165,55,Premier League,Torpedo Moskva,RES,Russia,Right,57,61,1,1,1994,jan,1,1,RB,Defenders,True,Tier 1,Middle,False,3
223457,18,I. Novoseltsev,Ivan Novoseltsev,"CB, LB",25,1991-08-25,190,80,Premier League,Zenit St. Petersburg,SUB,Russia,Right,74,77,8,3,1991,jan,8,3,CB,Defenders,True,Tier 1,Top 20%,False,10
223458,18,R. Mirzov,Reziuan Mirzov,"LM, LW",24,1993-06-22,179,75,Premier League,Tosno,LM,Russia,Right,67,70,6,2,1993,jan,6,2,LM,Midfielders,True,Tier 1,Middle,True,8
223459,17,V. Steklov,Vadim Steklov,"CDM, CM",31,1985-03-24,171,71,Premier League,Arsenal Tula,LCM,Russia,Right,60,60,3,1,1985,jan,3,1,CDM,Midfielders,True,Tier 1,Middle,True,4
223462,15,D. Savichev,Daniil Savichev,"CM, CAM",20,1994-06-12,181,71,Premier League,Torpedo Moskva,RES,Russia,Right,54,60,6,2,1994,jan,6,2,CM,Midfielders,True,Tier 1,Bottom 20%,False,2
223464,15,C. Leite,Christian Eduard Leite Nieva,GK,28,1985-11-09,184,85,Super League,FC Thun,GK,Switzerland,Right,59,59,11,4,1985,jan,11,4,GK,GK,False,Other,Middle,True,4
223465,15,L. Greaves,Luke Greaves,CB,18,1996-02-06,185,80,League Two,Accrington Stanley,SUB,England,Right,49,54,2,1,1996,sept,6,2,CB,Defenders,False,Other,Bottom 20%,False,1
223466,15,E. Segura,Emmanuel Segura Maldonado,"CM, CAM",21,1993-02-17,173,62,Liga MX,Tigres U.A.N.L.,RES,Mexico,Right,61,65,2,1,1993,jan,2,1,CM,Midfielders,False,Other,Middle,False,5
223467,21,D. Green,Devarn Rohan Green,"LM, RM",23,1996-08-26,173,64,League Two,Scunthorpe United,SUB,England,Right,59,64,8,3,1996,sept,12,4,LM,Midfielders,False,Other,Middle,False,4
223468,19,L. Cruz,Luis Fernando Cruz Ontiveros,ST,21,1997-01-16,181,77,Liga MX,Tigres UANL,SUB,Mexico,Left,60,72,1,1,1997,jan,1,1,ST,Forwards,False,Other,Middle,False,4
223472,15,R. Lafayette,Ross Lafayette,ST,27,1987-04-11,183,80,League Two,Luton Town,SUB,England,Right,56,56,4,2,1987,sept,8,3,ST,Forwards,False,Other,Bottom 20%,False,2
223473,21,Filipe Melo,Filipe Joaquim Melo Silva,CDM,30,1989-11-03,189,84,Liga Portugal,Farense,SUB,Portugal,Right,66,66,11,4,1989,jan,11,4,CDM,Midfielders,True,Tier 1,Middle,False,7
223475,15,M. Zárate,Maximiliano Zárate Fagiuolo,ST,21,1993-02-04,180,75,Liga Profesional,Belgrano,RES,Argentina,Right,58,64,2,1,1993,jan,2,1,ST,Forwards,False,Other,Middle,False,3
223476,15,M. Brændsrød,Markus Dahlen Brændsrød,"RM, LM",18,1995-09-06,172,61,Eliteserien,Vålerenga Fotball,SUB,Norway,Right,57,68,9,3,1995,jan,9,3,RM,Midfielders,False,Other,Middle,False,3
223477,15,J. Ranneaud,Jason Ranneaud,CM,23,1991-05-13,185,76,Ligue 2,Brest,RES,France,Left,60,65,5,2,1991,jan,5,2,CM,Midfielders,False,Other,Middle,False,4
223478,15,I. Lozenkov,Ivan Lozenkov,"CB, LB",30,1984-04-14,184,74,Premier League,Arsenal Tula,SUB,Russia,Left,64,64,4,2,1984,jan,4,2,CB,Defenders,True,Tier 1,Middle,False,6
223479,18,S. Sukharev,Sergey Sukharev,"CB, LB",30,1987-01-29,184,84,Premier League,Tosno,RES,Russia,Right,66,66,1,1,1987,jan,1,1,CB,Defenders,True,Tier 1,Middle,False,7
223482,15,P. Sergeev,Pavel Sergeev,"CAM, RM",21,1993-06-20,176,70,Premier League,Arsenal Tula,SUB,Russia,Right,59,67,6,2,1993,jan,6,2,CAM,Midfielders,True,Tier 1,Middle,False,4
223483,17,A. Lyakh,Andrey Lyakh,"CDM, CB, CM",25,1990-09-24,187,76,Premier League,Tom' Tomsk,SUB,Russia,Right,64,69,9,3,1990,jan,9,3,CDM,Midfielders,True,Tier 1,Middle,False,6
223484,15,M. Lepskiy,Maxim Lepskiy,"LW, RW",28,1985-12-07,180,74,Premier League,Arsenal Tula,RES,Russia,Left,60,60,12,4,1985,jan,12,4,LW,Forwards,True,Tier 1,Middle,False,4
223485,15,A. Bazanov,Alexey Bazanov,"ST, CF",28,1986-01-24,185,81,Premier League,Arsenal Tula,SUB,Russia,Right,61,61,1,1,1986,jan,1,1,ST,Forwards,True,Tier 1,Middle,False,5
223486,15,R. Timokhin,Rinat Timokhin,ST,26,1988-02-28,191,89,Premier League,Arsenal Tula,RES,Russia,Right,58,60,2,1,1988,jan,2,1,ST,Forwards,True,Tier 1,Middle,False,3
223487,15,A. Kutyin,Aleksandr Kutjin,ST,28,1986-02-13,188,80,Premier League,Arsenal Tula,ST,Russia,Right,65,65,2,1,1986,jan,2,1,ST,Forwards,True,Tier 1,Middle,True,7
223488,23,M. Sætra,Morten Sætra,GK,25,1997-06-18,198,90,Eliteserien,Strømsgodset,SUB,Norway,Right,61,66,6,2,1997,jan,6,2,GK,GK,False,Other,Middle,False,5
223489,19,A. Pešić,Aleksandar Pešić,ST,26,1992-05-21,190,80,Pro League,Al Ittihad,ST,Serbia,Right,70,73,5,2,1992,jan,5,2,ST,Forwards,False,Other,Top 20%,True,9
223490,15,Tiago,Tiago Rafael Moreira da Rocha,GK,23,1990-09-04,181,65,Liga Portugal,FC Penafiel,SUB,Portugal,Right,59,66,9,3,1990,jan,9,3,GK,GK,True,Tier 1,Middle,False,4
223492,15,Capela,Fernando Jorge Barbosa Martins,"CDM, CM",28,1986-01-28,187,85,Liga Portugal,FC Penafiel,SUB,Portugal,Right,63,63,1,1,1986,jan,1,1,CDM,Midfielders,True,Tier 1,Middle,False,6
223495,18,I. Rossi,Iván Rossi,CDM,23,1993-11-01,183,76,Liga Profesional,River Plate,SUB,Argentina,Left,69,78,11,4,1993,jan,11,4,CDM,Midfielders,False,Other,Top 20%,False,9
223496,15,J. García,Juan Ezequiel García,CM,22,1991-10-09,177,75,Liga Profesional,Club Atlético Banfield,SUB,Argentina,Right,55,61,10,4,1991,jan,10,4,CM,Midfielders,False,Other,Bottom 20%,False,2
223497,15,E. Trinidad,Enzo Gabriel Trinidad,LM,17,1996-09-19,177,65,Liga Profesional,Club Atlético Banfield,RES,Argentina,Left,51,66,9,3,1996,jan,9,3,LM,Midfielders,False,Other,Bottom 20%,False,1
223498,17,E. Cecchini,Rodrigo Emanuel Cecchini,CM,19,1996-12-24,179,78,Liga Profesional,Banfield,LDM,Argentina,Right,62,76,12,4,1996,jan,12,4,CM,Midfielders,False,Other,Middle,True,5
223499,16,M. Asenjo,Mauricio Gabriel Asenjo,ST,20,1994-07-23,185,88,Liga Profesional,Banfield,RES,Argentina,Right,61,66,7,3,1994,jan,7,3,ST,Forwards,False,Other,Middle,False,5
223500,15,L. Chetti,Leandro Chetti,RW,21,1993-05-23,176,75,Liga Profesional,Banfield,RES,Argentina,Right,56,66,5,2,1993,jan,5,2,RW,Forwards,False,Other,Bottom 20%,False,2
223501,15,A. Sporle,Adrián Marcelo Spörle,ST,18,1995-07-13,178,75,Liga Profesional,Club Atlético Banfield,RES,Argentina,Right,54,64,7,3,1995,jan,7,3,ST,Forwards,False,Other,Bottom 20%,False,2
223502,16,C. Villagra,Claudio Daniel Villagra,LW,19,1996-01-02,167,66,Liga Profesional,Club Atlético Banfield,RES,Argentina,Right,53,65,1,1,1996,jan,1,1,LW,Forwards,False,Other,Bottom 20%,False,1
223503,15,J. Cuellar,Juan Cuellar,RW,18,1996-05-05,176,71,Liga Profesional,Club Atlético Banfield,RES,Argentina,Right,56,67,5,2,1996,jan,5,2,RW,Forwards,False,Other,Bottom 20%,False,2
223506,15,T. Pierrot,Théo Pierrot,"CDM, CM",20,1994-01-01,185,80,Ligue 1,Metz,RES,France,Right,58,66,1,1,1994,jan,1,1,CDM,Midfielders,True,Tier 1,Middle,False,3
223507,15,A. O'Neill,Aaron O'Neill,ST,17,1997-03-12,173,70,Premier Division,Athlone Town,RES,Republic of Ireland,Right,47,54,3,1,1997,jan,3,1,ST,Forwards,False,Other,Bottom 20%,False,1
223508,18,M. Paye,Mour Paye,"ST, RW, LW",23,1994-05-24,173,64,Ligue 1,ESTAC Troyes,RES,France,Right,62,67,5,2,1994,jan,5,2,ST,Forwards,True,Tier 1,Middle,False,5
223509,17,L. Mocio,Lucas Mocio,GK,22,1994-05-11,197,85,Ligue 1,Olympique Lyonnais,SUB,France,Left,63,74,5,2,1994,jan,5,2,GK,GK,True,Tier 1,Middle,False,6
223510,18,A. Mendy,Alexandre Mendy,ST,23,1994-03-20,185,94,Ligue 1,Bordeaux,RES,France,Right,72,77,3,1,1994,jan,3,1,ST,Forwards,True,Tier 1,Top 20%,False,10
223511,20,I. Chebake,Issam Chebake,"RB, LB",29,1989-10-12,176,73,Super Lig,Yeni Malatyaspor,RB,Morocco,Right,69,69,10,4,1989,jan,10,4,RB,Defenders,False,Other,Top 20%,True,9
223512,15,S. Clémence,Sacha Clémence,"ST, RW, LW",26,1988-06-01,185,82,Ligue 2,Angers SCO,LS,France,Left,61,63,6,2,1988,jan,6,2,ST,Forwards,False,Other,Middle,True,5
223513,15,U. Pelloni,Ulisse Pelloni,GK,20,1994-02-07,182,78,Super League,FC Aarau,SUB,Switzerland,Right,53,68,2,1,1994,jan,2,1,GK,GK,False,Other,Bottom 20%,False,1
223514,15,J. O'Shea,Josh O'Shea,"ST, RM",22,1992-06-01,179,70,Premier Division,Cork City,ST,Republic of Ireland,Right,53,59,6,2,1992,jan,6,2,ST,Forwards,False,Other,Bottom 20%,True,1
223515,15,T. Mulroney,Thomas Mulroney,CM,19,1995-03-24,177,70,Premier Division,St Patrick's,SUB,Republic of Ireland,Right,48,59,3,1,1995,jan,3,1,CM,Midfielders,False,Other,Bottom 20%,False,1
223517,22,Danilo,Danilo Barbosa da Silva,"CM, CB",25,1996-02-28,182,74,Ligue 1,Nice,RES,Brazil,Right,72,76,2,1,1996,jan,2,1,CM,Midfielders,True,Tier 1,Top 20%,False,10
223518,21,Rafael Silva,Rafael Feital da Silva,"ST, LW",29,1990-10-08,182,73,Liga De Futbol Prof,Always Ready,SUB,Brazil,Right,69,69,10,4,1990,jan,10,4,ST,Forwards,False,Other,Top 20%,False,9
223521,15,A. Padilla,Alfredo Padilla,ST,24,1989-07-29,165,65,Liga BetPlay,Uniautónoma FC,SUB,Colombia,Left,56,60,7,3,1989,jan,7,3,ST,Forwards,False,Other,Bottom 20%,False,2
223522,15,C. Smith,Charlie Smith,"CM, LM",18,1995-09-07,180,76,League Two,Luton Town,RES,England,Left,52,59,9,3,1995,sept,1,1,CM,Midfielders,False,Other,Bottom 20%,False,1
223523,15,Indiano,Carlos Indiano de Marcos,CM,25,1988-09-14,170,73,La Liga 2,Albacete,SUB,Spain,Right,62,65,9,3,1988,jan,9,3,CM,Midfielders,False,Other,Middle,False,5
223524,18,E. Goldaniga,Edoardo Goldaniga,CB,23,1993-11-02,188,82,Serie A,Sassuolo,RCB,Italy,Right,74,77,11,4,1993,jan,11,4,CB,Defenders,True,Tier 1,Top 20%,True,10
223525,15,M. Votinov,Maksim Votinov,ST,25,1988-08-29,191,87,Premier League,Arsenal Tula,LS,Russia,Left,62,68,8,3,1988,jan,8,3,ST,Forwards,True,Tier 1,Middle,True,5
223526,15,K. Tamás,Krisztián Tamás,LB,19,1995-04-18,175,68,Serie B,Varese,SUB,Hungary,Left,58,72,4,2,1995,jan,4,2,LB,Defenders,False,Other,Middle,False,3
223527,15,M. Alarcón,Mauricio Alarcón,CAM,20,1994-06-17,185,75,Liga BetPlay,Santa Fe,RES,Colombia,Right,51,58,6,2,1994,jan,6,2,CAM,Midfielders,False,Other,Bottom 20%,False,1
223528,16,R. Ingeman,Rasmus Ingeman,LB,32,1983-04-04,180,77,Superliga,Hobro,RES,Denmark,Left,60,60,4,2,1983,jan,4,2,LB,Defenders,False,Other,Middle,False,4
223529,15,L. Thomsen,Lasse Thomsen,CM,20,1994-05-27,188,82,Superliga,Hobro,RES,Denmark,Right,51,59,5,2,1994,jan,5,2,CM,Midfielders,False,Other,Bottom 20%,False,1
223530,15,M. Justesen,Mads Justesen,CB,31,1982-12-31,196,90,Superliga,Hobro,SUB,Denmark,Right,67,67,12,4,1982,jan,12,4,CB,Defenders,False,Other,Middle,False,8
223531,15,R. Hastrup,Rune Hastrup,RB,22,1991-10-16,175,72,Superliga,Hobro,SUB,Denmark,Right,52,60,10,4,1991,jan,10,4,RB,Defenders,False,Other,Bottom 20%,False,1
223532,15,M. Bersang,Mathias Bersang Sørensen,"LM, CM",22,1991-11-24,180,70,Superliga,Hobro IK,LM,Denmark,Left,59,65,11,4,1991,jan,11,4,LM,Midfielders,False,Other,Middle,True,4
223534,15,C. Østergaard,Christoffer Østergaard,CB,21,1993-05-22,183,75,Superliga,Hobro,SUB,Denmark,Right,55,62,5,2,1993,jan,5,2,CB,Defenders,False,Other,Bottom 20%,False,2
223535,15,F. Hammershøj,Frederik Hammershøj,CM,27,1987-06-15,174,68,Superliga,Hobro,SUB,Denmark,Left,51,52,6,2,1987,jan,6,2,CM,Midfielders,False,Other,Bottom 20%,False,1
223536,15,M. Larsen,Marc Larsen,GK,21,1992-09-04,191,75,Superliga,Hobro IK,RES,Denmark,Right,54,57,9,3,1992,jan,9,3,GK,GK,False,Other,Bottom 20%,False,2
223537,18,E. Berggreen,Emil Berggreen,ST,24,1993-05-10,194,89,Bundesliga,1. FSV Mainz 05,RES,Denmark,Right,69,75,5,2,1993,jan,5,2,ST,Forwards,True,Tier 1,Top 20%,False,9
223538,15,E. Gomes,Edigerson Funny Gomes D,CB,25,1988-11-17,196,85,Superliga,Esbjerg fB,SUB,Denmark,Right,59,63,11,4,1988,jan,11,4,CB,Defenders,False,Other,Middle,False,4
223539,16,Júnior Oliveira,Jucemar de Oliveira Cordeiro Júnior,GK,25,1990-01-02,197,80,Rest of World,Figueirense,GK,Brazil,Right,62,65,1,1,1990,jan,1,1,GK,GK,False,Other,Middle,True,5
223541,17,Carlos,Carlos Moreno Gómez,"CB, RB, RWB",24,1992-02-14,184,82,La Liga 2,Mirandés,RB,Spain,Right,66,71,2,1,1992,jan,2,1,CB,Defenders,False,Other,Middle,True,7
223542,16,Adilson Goiano,Adilson Carlos Tavares Filho,CDM,26,1988-09-02,180,76,Liga Portugal,Arouca,SUB,Brazil,Right,63,63,9,3,1988,jan,9,3,CDM,Midfielders,True,Tier 1,Middle,False,6
223543,18,Jonathan Cafú,Jonathan Renato Barbosa,"RW, LW",25,1991-07-10,173,64,Ligue 1,Bordeaux,SUB,Brazil,Right,72,73,7,3,1991,jan,7,3,RW,Forwards,True,Tier 1,Top 20%,False,10
223546,15,K. O'Brien,Kiel O'Brien,CB,22,1992-06-29,193,84,League Two,Bury,SUB,England,Right,58,66,6,2,1992,sept,10,4,CB,Defenders,False,Other,Middle,False,3
223547,15,D. Monllor,Arturo Daniel Monllor,GK,29,1984-07-20,190,86,Liga Portugal,Boavista FC,SUB,Argentina,Right,64,64,7,3,1984,jan,7,3,GK,GK,True,Tier 1,Middle,False,6
223549,15,C. Holenstein,Claudio Holenstein,"RM, LM, CM",23,1990-09-10,180,75,Super League,FC Luzern,RES,Switzerland,Right,56,62,9,3,1990,jan,9,3,RM,Midfielders,False,Other,Bottom 20%,False,2
223550,17,J. Omlin,Jonas Omlin,GK,22,1994-01-10,189,80,Super League,Luzern,GK,Switzerland,Right,60,70,1,1,1994,jan,1,1,GK,GK,False,Other,Middle,True,4
223551,17,L. Gregory,Lee Andrew Gregory,ST,27,1988-08-26,188,80,League One,Millwall,LS,England,Right,67,68,8,3,1988,sept,12,4,ST,Forwards,False,Other,Middle,True,8
223553,21,Serginho,Sérgio Henrique Francisco,"LW, LM, ST",35,1984-12-19,169,68,Liga De Futbol Prof,Wilstermann,CAM,Brazil,Right,69,69,12,4,1984,jan,12,4,LW,Forwards,False,Other,Top 20%,True,9
223557,15,M. Madri,Mouaad Madri,"ST, RW, RM",24,1990-04-09,177,64,Ligue 2,Ajaccio,RES,France,Right,60,64,4,2,1990,jan,4,2,ST,Forwards,False,Other,Middle,False,4
223558,16,N. Ratti,Kevin Nicolás Ratti Fredes,GK,21,1993-09-18,174,71,La Liga 2,Llagostera-Costa Brava,GK,Argentina,Right,63,70,9,3,1993,jan,9,3,GK,GK,False,Other,Middle,True,6
223559,16,Aimar,Aimar Moratalla Botifoll,"RB, CB",28,1987-06-23,177,71,La Liga 2,Llagostera-Costa Brava,SUB,Spain,Right,64,64,6,2,1987,jan,6,2,RB,Defenders,False,Other,Middle,False,6
223560,15,Vallho,Marc Vallhonesta,CB,27,1986-12-03,188,78,La Liga 2,UE Llagostera,SUB,Spain,Right,62,63,12,4,1986,jan,12,4,CB,Defenders,False,Other,Middle,False,5
223563,15,Barnils,Roger Barnils Crusats,"CB, CDM, CM",20,1994-05-27,188,78,La Liga 2,UE Llagostera,RES,Spain,Right,59,64,5,2,1994,jan,5,2,CB,Defenders,False,Other,Middle,False,4
223566,22,W. Dammers,Wessel Dammers,"CB, CDM",26,1995-03-01,185,68,Eredivisie,Willem II,SUB,Netherlands,Right,68,71,3,1,1995,jan,3,1,CB,Defenders,True,Tier 1,Top 20%,False,8
223567,15,Rojas,José Manuel Rojas Olmedo,CB,27,1987-04-10,192,88,La Liga 2,Albacete BP,RCB,Spain,Right,63,65,4,2,1987,jan,4,2,CB,Defenders,False,Other,Middle,True,6
223568,20,G. Zajkov,Gjoko Zajkov,CB,24,1995-02-10,186,82,Jupiler Pro League,Sporting Charleroi,SUB,North Macedonia,Right,64,68,2,1,1995,jan,2,1,CB,Defenders,False,Other,Middle,False,6
223569,16,Nuha,Nuha Marong Krubally,ST,22,1993-06-16,191,74,La Liga 2,Elche CF,SUB,Spain,Right,60,67,6,2,1993,jan,6,2,ST,Forwards,False,Other,Middle,False,4
223570,17,J. Sambia,Salomon Junior Sambia,"RB, CDM, LB",19,1996-09-07,181,68,Ligue 2,Niort,SUB,France,Right,64,74,9,3,1996,jan,9,3,RB,Defenders,False,Other,Middle,False,6
223571,16,Guillermo,Guillermo Vallejo Delgado,GK,20,1995-04-22,185,75,La Liga 2,CD Numancia,RES,Spain,Right,56,64,4,2,1995,jan,4,2,GK,GK,False,Other,Bottom 20%,False,2
223572,17,A. Batisse,Antoine Batisse,"CDM, CB",21,1995-01-13,186,87,Ligue 2,Niort,SUB,France,Right,62,69,1,1,1995,jan,1,1,CDM,Midfielders,False,Other,Middle,False,5
223573,21,Munir,Munir Mohand Mohamedi,GK,31,1989-05-10,190,89,Super Lig,Hatayspor,GK,Morocco,Right,71,71,5,2,1989,jan,5,2,GK,GK,False,Other,Top 20%,True,9
223574,15,Alex Arias,Alejandro Miguel Arias De Haro,"CAM, LM",25,1989-06-13,169,69,La Liga 2,Numancia,SUB,Spain,Right,63,64,6,2,1989,jan,6,2,CAM,Midfielders,False,Other,Middle,False,6
223575,20,Rafael Costa,Rafael Eduardo Costa,CM,28,1991-01-19,183,77,Liga Portugal,Boavista,LCM,Brazil,Left,72,72,1,1,1991,jan,1,1,CM,Midfielders,True,Tier 1,Top 20%,True,10
223576,15,Samu,Samuel Delgado Serna,"LM, LW, RM",21,1993-02-07,177,74,La Liga 2,Albacete,SUB,Spain,Right,62,68,2,1,1993,jan,2,1,LM,Midfielders,False,Other,Middle,False,5
223577,16,P. Mascareñas,Pablo Mascareñas,RB,25,1989-08-04,171,69,Liga MX,Atlas,RES,Mexico,Right,60,63,8,3,1989,jan,8,3,RB,Defenders,False,Other,Middle,False,4
223578,19,Mata,Jaime Mata Arnaiz,ST,29,1988-10-24,187,78,La Liga,Getafe,LS,Spain,Right,79,79,10,4,1988,jan,10,4,ST,Forwards,True,Tier 1,Top 20%,True,10
223579,19,Ernest Forgás,Ernest Forgàs Pallarès,ST,24,1993-07-20,187,73,La Liga 2,Reus Deportiu,RES,Spain,Right,63,68,7,3,1993,jan,7,3,ST,Forwards,False,Other,Middle,False,6
223580,18,R. Miller,Ricky Howard Miller,"ST, LM",28,1989-03-13,175,76,League One,Peterborough United,SUB,England,Left,60,60,3,1,1989,sept,7,3,ST,Forwards,False,Other,Middle,False,4
223581,19,J. Iglesias,Jonathan Damián Iglesias Abreu,"CDM, CM, CAM",29,1988-12-17,171,69,Ligue 2,Clermont,RDM,Uruguay,Right,68,68,12,4,1988,jan,12,4,CDM,Midfielders,False,Other,Top 20%,True,8
223583,15,N. Kozačuks,Nikolajs Kozačuks,"RW, LW, CAM",28,1985-08-07,182,68,Ekstraklasa,Górnik Łęczna,SUB,Latvia,Right,55,55,8,3,1985,jan,8,3,RW,Forwards,False,Other,Bottom 20%,False,2
223584,15,W. Kalinowski,Wojciech Kalinowski,CAM,20,1993-09-09,179,68,Ekstraklasa,Górnik Łęczna,RES,Poland,Right,52,57,9,3,1993,jan,9,3,CAM,Midfielders,False,Other,Bottom 20%,False,1
223586,15,B. Wiązowski,Bartosz Wiązowski,RM,20,1994-04-04,178,70,Ekstraklasa,Górnik Łęczna,SUB,Poland,Right,54,58,4,2,1994,jan,4,2,RM,Midfielders,False,Other,Bottom 20%,False,2
223589,15,L. Bielák,Lukáš Bielák,"CDM, CB, LB",27,1986-12-14,184,77,Ekstraklasa,Górnik Łęczna,LCB,Slovakia,Right,54,55,12,4,1986,jan,12,4,CDM,Midfielders,False,Other,Bottom 20%,True,2
223591,15,S. Prusak,Sergiusz Prusak,GK,35,1979-05-01,193,93,Ekstraklasa,Górnik Łęczna,SUB,Poland,Right,55,55,5,2,1979,jan,5,2,GK,GK,False,Other,Bottom 20%,False,2
223592,15,O. Zarif,Omar Zarif,"LB, RB",35,1978-09-02,165,71,Liga Profesional,Banfield,SUB,Argentina,Right,60,60,9,3,1978,jan,9,3,LB,Defenders,False,Other,Middle,False,4
223593,17,J. Correa,Marcelo Javier Correa,ST,23,1992-10-23,187,85,Liga Profesional,Godoy Cruz,SUB,Argentina,Right,63,65,10,4,1992,jan,10,4,ST,Forwards,False,Other,Middle,False,6
223594,21,M. Spano Rahou,Maxime Spano Rahou,CB,25,1994-10-31,184,81,Ligue 2,Valenciennes,SUB,Algeria,Right,68,71,10,4,1994,jan,10,4,CB,Defenders,False,Other,Top 20%,False,8
223595,20,J. Strauß,John-Patrick Strauß,RWB,23,1996-01-28,177,68,2. Bundesliga,FC Erzgebirge Aue,SUB,Philippines,Right,63,71,1,1,1996,jan,1,1,RWB,Defenders,False,Other,Middle,False,6
223596,16,S. Prevljak,Smail Prevljak,ST,20,1995-05-10,187,75,Bundesliga,Salzburg,SUB,Bosnia and Herzegovina,Right,59,70,5,2,1995,jan,5,2,ST,Forwards,True,Tier 1,Middle,False,4
223597,15,R. Aguilar,Ruben Aguilar,RB,21,1993-04-26,172,70,Ligue 2,Auxerre,RB,France,Left,63,76,4,2,1993,jan,4,2,RB,Defenders,False,Other,Middle,True,6
223599,21,C. Cooke,Callum James Cooke,CM,23,1997-02-21,172,72,League Two,Bradford City,RCM,England,Right,61,68,2,1,1997,sept,6,2,CM,Midfielders,False,Other,Middle,True,5
223601,16,P. López,Pablo Darío López,CAM,33,1982-06-04,167,70,Primera Division,Audax Italiano,RES,Argentina,Right,64,64,6,2,1982,jan,6,2,CAM,Midfielders,False,Other,Middle,False,6
223603,20,F. Bredlow,Fabian Bredlow,GK,24,1995-03-02,190,90,2. Bundesliga,VfB Stuttgart,SUB,Germany,Left,69,74,3,1,1995,jan,3,1,GK,GK,False,Other,Top 20%,False,9
223606,15,Paco Candela,Francisco Antonio Candela Pascual,"CM, CDM, CB",21,1993-01-19,184,80,La Liga 2,CD Leganés,SUB,Spain,Right,62,66,1,1,1993,jan,1,1,CM,Midfielders,False,Other,Middle,False,5
223607,20,Luis Ruiz,Luis Ruiz Sayago,LB,27,1992-06-30,181,73,La Liga 2,Deportivo La Coruña,LB,Spain,Left,66,67,6,2,1992,jan,6,2,LB,Defenders,False,Other,Middle,True,7
223608,18,Eraso,Javier Eraso Goñi,"CAM, CDM",27,1990-03-22,180,71,La Liga,Leganés,CAM,Spain,Right,74,75,3,1,1990,jan,3,1,CAM,Midfielders,True,Tier 1,Top 20%,True,10
223610,20,David Concha,David Concha Salas,"RM, LM",22,1996-11-20,178,70,J-League,Gamba Osaka,SUB,Spain,Left,67,74,11,4,1996,jan,11,4,RM,Midfielders,True,Tier 1,Middle,False,8
223611,15,M. Arguinarena,Mikel Arguinarena Lara,CAM,23,1991-06-27,171,63,Primera Division,Barnechea,SUB,Chile,Right,64,69,6,2,1991,jan,6,2,CAM,Midfielders,False,Other,Middle,False,6
223614,15,E. Prono,Enzo Enrico Prono Zelaya,ST,23,1991-06-27,178,72,Liga Profesional,Arsenal de Sarandi,RES,Paraguay,Right,60,65,6,2,1991,jan,6,2,ST,Forwards,False,Other,Middle,False,4
223615,21,C. Chimino,Christian Chimino,RB,32,1988-02-09,178,72,Liga Profesional,Patronato,RB,Argentina,Right,72,72,2,1,1988,jan,2,1,RB,Defenders,False,Other,Top 20%,True,10
223617,15,G. Lesec,Guillaume Lesec,GK,19,1995-04-07,178,68,Ligue 2,Laval,RES,France,Left,54,66,4,2,1995,jan,4,2,GK,GK,False,Other,Bottom 20%,False,2
223618,16,H. Boumous,Hugo Adnan Boumous,"CAM, CM",19,1995-07-27,172,69,Ligue 2,Laval,SUB,France,Right,58,72,7,3,1995,jan,7,3,CAM,Midfielders,False,Other,Middle,False,3
223619,16,V. Launay,Valentin Launay,"RM, CAM",19,1995-11-22,182,69,Ligue 2,Stade Lavallois Mayenne FC,SUB,France,Left,56,67,11,4,1995,jan,11,4,RM,Midfielders,False,Other,Bottom 20%,False,2
223621,15,D. Mahon,Dean Mahon,GK,16,1997-10-26,183,75,Premier Division,Bohemians,SUB,Republic of Ireland,Right,46,56,10,4,1997,jan,10,4,GK,GK,False,Other,Bottom 20%,False,1
223622,15,T. Molloy,Timothy Molloy,"ST, RM",20,1994-06-07,173,70,Premier Division,UCD AFC,CAM,Republic of Ireland,Right,47,56,6,2,1994,jan,6,2,ST,Forwards,False,Other,Bottom 20%,True,1
223623,17,A. Kakuba,Alex Kakuba,LB,25,1991-06-12,177,72,Liga Portugal,Feirense,LB,Uganda,Left,64,68,6,2,1991,jan,6,2,LB,Defenders,True,Tier 1,Middle,True,6
